SHIMPCONTROLS,0,NAME_SUB,ID_SHIMP,CONTROLABLE_SHIMP,CTRLTYPE_SHIMP,VREGLINELINE_SHIMP,REGBRANCH_SHIMP,REGBRANCHTYPE_SHIMP,REGBRANCHDIRECT_SHIMP,REGBRANCHEND_SHIMP,LOCALOVERRIDE_SHIMP,LOWLEVELOVER_SHIMP,HIGHLEVELOVER_SHIMP,ONLEVEL_SHIMP,OFFLEVEL_SHIMP,PHASESENSE_SHIMP,TIMESCHED_SHIMP,TDELAY_SHIMP,CTRLOVERRIDETYPE_SHIMP,OVERRIDESCHED_SHIMP,LOCALPERM_SHIMP,PERMSCHED_SHIMP,PERMCTRLLEVEL1_SHIMP,PERMCTRLLEVEL2_SHIMP,LOWTLEVELOVER_SHIMP,HIGHTLEVELOVER_SHIMP,REGUSEUNREGULATEDNODE_SHIMP,REGTF_SHIMP
SHIMPCONTROLS,1,SAN FELIPE,2135_68025653_shunt_impedance_capacitor,1,6,TRUE,,,,,FALSE,,,0.975,1.0167,AC,,60,0,,,,,,,,,
SHIMPCONTROLS,1,SSEE_PASO HONDO,2135_72912341_shunt_impedance_capacitor,0,0,,,,,,FALSE,,,,,,,0,0,,,,,,,,,
SHIMPCONTROLS,1,SSEE_LAS_BALANDRAS,2135_75381170_shunt_impedance_capacitor,0,0,,,,,,FALSE,,,,,,,0,0,,,,,,,,,
SHIMPCONTROLS,1,SSEE_LAS_PIÑATAS,2135_75381182_shunt_impedance_capacitor,0,0,,,,,,FALSE,,,,,,,0,0,,,,,,,,,
SHIMPCONTROLS,1,SAN ANTONIO,2135_77240512_shunt_impedance_capacitor,1,6,TRUE,,,,,FALSE,,,0.967,1.017,AC,,60,0,,,,,,,,,
SHIMPCONTROLS,1,SSEE_ YERBAS BUENAS,2135_80250605_shunt_impedance_capacitor,0,0,,,,,,FALSE,,,,,,,0,0,,,,,,,,,
SHIMPCONTROLS,1,SSEE_ YERBAS BUENAS,2135_80684283_shunt_impedance_capacitor,0,0,,,,,,FALSE,,,,,,,0,0,,,,,,,,,
SHIMPCONTROLS,1,SAN RAFAEL,2135_84205441_shunt_impedance_capacitor,1,6,TRUE,,,,,FALSE,,,0.9833,1.0167,AC,,60,0,,,,,,,,,
SHIMPCONTROLS,1,SSEE_LAS_PIÑATAS,2135_77785831_shunt_impedance_capacitor,0,0,,,,,,FALSE,,,,,,,0,0,,,,,,,,,
SHIMPCONTROLS,1,SSEE_LINARES NORTE,2135_77979608_shunt_impedance_capacitor,0,0,,,,,,FALSE,,,,,,,0,0,,,,,,,,,
SHIMPCONTROLS,1,SAN RAFAEL,2135_84235452_shunt_impedance_capacitor,1,6,TRUE,,,,,FALSE,,,0.9833,1.0167,AC,,60,0,,,,,,,,,
SHIMPCONTROLS,1,PLAYA ANCHA,2135_91539508_shunt_impedance_capacitor,1,2,,,,,,FALSE,,,,,,,1,0,,,,,,,,,
